Id,IsDeleted,MasterRecordId,Name,Type,ParentId,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,BillingLatitude,BillingLongitude,BillingGeocodeAccuracy,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,ShippingLatitude,ShippingLongitude,ShippingGeocodeAccuracy,Phone,Fax,AccountNumber,Website,PhotoUrl,Sic,Industry,AnnualRevenue,NumberOfEmployees,Ownership,TickerSymbol,Description,Rating,Site,OwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,Jigsaw,JigsawCompanyId,CleanStatus,AccountSource,DunsNumber,Tradestyle,NaicsCode,NaicsDesc,YearStarted,SicDesc,DandbCompanyId,OperatingHoursId,CustomerPriority__c,SLA__c,Active__c,NumberofLocations__c,UpsellOpportunity__c,SLASerialNumber__c,SLAExpirationDate__c,,PrimaryContact__c,Sector__c,Tier__c
70703,,,Southridge Video Inc 4,Account,6022,,,,,,,,,,,,,,,,,,,,southridgevideo_inc_4.com,,,Healthcare,650000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5166,Healthcare Technology,Tier 3
70704,,,Tailwind Traders Ltd 6,Account,6024,,,,,,,,,,,,,,,,,,,,tailwindtraders_ltd_6.com,,,Healthcare,350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5097,Healthcare Technology,Tier 3
70705,,,Tailwind Traders Corp 8,Account,6024,,,,,,,,,,,,,,,,,,,,tailwindtraders_corp_8.com,,,Healthcare,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5173,Healthcare Technology,Tier 1
70706,,,Tailwind Traders LLC 5,Account,6024,,,,,,,,,,,,,,,,,,,,tailwindtraders_llc_5.com,,,Healthcare,900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5070,Healthcare Technology,Tier 1
70707,,,Tailwind Traders Inc 5,Account,6024,,,,,,,,,,,,,,,,,,,,tailwindtraders_inc_5.com,,,Healthcare,850000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5162,Healthcare Technology,Tier 1
70708,,,The Phone Company Ltd 6,Account,6025,,,,,,,,,,,,,,,,,,,,thephone-company_ltd_6.com,,,Healthcare,700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5044,Healthcare Technology,Tier 1
70709,,,The Phone Company LLC 6,Account,6025,,,,,,,,,,,,,,,,,,,,thephone-company_llc_6.com,,,Healthcare,950000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5039,Healthcare Technology,Tier 1
70710,,,The Phone Company Inc 4,Account,6025,,,,,,,,,,,,,,,,,,,,thephone-company_inc_4.com,,,Healthcare,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5037,Healthcare Technology,Tier 3
70711,,,"VanArsdel, Ltd. Ltd 6",Account,6026,,,,,,,,,,,,,,,,,,,,vanarsdelltd_ltd_6.com,,,Healthcare,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5071,Healthcare Technology,Tier 3
70712,,,"VanArsdel, Ltd. Ltd 8",Account,6026,,,,,,,,,,,,,,,,,,,,vanarsdelltd_ltd_8.com,,,Healthcare,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5089,Healthcare Technology,Tier 1
70713,,,"VanArsdel, Ltd. pte.Ltd 7",Account,6026,,,,,,,,,,,,,,,,,,,,vanarsdelltd_pte.ltd_7.com,,,Healthcare,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5069,Healthcare Technology,Tier 3
70714,,,"VanArsdel, Ltd. pte.Ltd 9",Account,6026,,,,,,,,,,,,,,,,,,,,vanarsdelltd_pte.ltd_9.com,,,Healthcare,900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5098,Healthcare Technology,Tier 3
70715,,,Wide World Importers Ltd 6,Account,6027,,,,,,,,,,,,,,,,,,,,wideworldimporters_ltd_6.com,,,Healthcare,650000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5107,Healthcare Technology,Tier 3
70716,,,Wide World Importers LLC 5,Account,6027,,,,,,,,,,,,,,,,,,,,wideworldimporters_llc_5.com,,,Healthcare,900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5038,Healthcare Technology,Tier 2
70717,,,Wingtip Toys LLC 0,Account,6028,,,,,,,,,,,,,,,,,,,,wingtiptoys_llc_0.com,,,Healthcare,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5035,Healthcare Technology,Tier 1
70718,,,Wingtip Toys Inc 3,Account,6028,,,,,,,,,,,,,,,,,,,,wingtiptoys_inc_3.com,,,Healthcare,700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5167,Healthcare Technology,Tier 2
70719,,,Wingtip Toys pte.Ltd 8,Account,6028,,,,,,,,,,,,,,,,,,,,wingtiptoys_pte.ltd_8.com,,,Healthcare,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5084,Healthcare Technology,Tier 2
70720,,,Adatum Corporation Corp 3,Account,6000,,,,,,,,,,,,,,,,,,,,adatum_corp_3.com,,,Retail,650000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5010,Consumer Services,Tier 3
70721,,,Adatum Corporation Corp 8,Account,6000,,,,,,,,,,,,,,,,,,,,adatum_corp_8.com,,,Retail,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5046,Consumer Services,Tier 3
70722,,,Adatum Corporation LLC 4,Account,6000,,,,,,,,,,,,,,,,,,,,adatum_llc_4.com,,,Retail,350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5173,Consumer Services,Tier 1
70723,,,Adatum Corporation pte.Ltd 4,Account,6000,,,,,,,,,,,,,,,,,,,,adatum_pte.ltd_4.com,,,Retail,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5169,Consumer Services,Tier 1
70724,,,Adventure Works Cycles LLC 2,Account,6001,,,,,,,,,,,,,,,,,,,,adventure-works_llc_2.com,,,Retail,650000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5093,Consumer Services,Tier 2
70725,,,Adventure Works Cycles Inc 8,Account,6001,,,,,,,,,,,,,,,,,,,,adventure-works_inc_8.com,,,Retail,650000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5121,Consumer Services,Tier 1
70726,,,Adventure Works Cycles pte.Ltd 4,Account,6001,,,,,,,,,,,,,,,,,,,,adventure-works_pte.ltd_4.com,,,Retail,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5044,Consumer Services,Tier 2
70727,,,Alpine Ski House Ltd 7,Account,6002,,,,,,,,,,,,,,,,,,,,alpineskihouse_ltd_7.com,,,Retail,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5001,Consumer Services,Tier 2
70728,,,Alpine Ski House LLC 5,Account,6002,,,,,,,,,,,,,,,,,,,,alpineskihouse_llc_5.com,,,Retail,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5148,Consumer Services,Tier 2
70729,,,Alpine Ski House Inc 0,Account,6002,,,,,,,,,,,,,,,,,,,,alpineskihouse_inc_0.com,,,Retail,950000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5014,Consumer Services,Tier 2
70730,,,Alpine Ski House pte.Ltd 9,Account,6002,,,,,,,,,,,,,,,,,,,,alpineskihouse_pte.ltd_9.com,,,Retail,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5124,Consumer Services,Tier 1
70731,,,Bellows College Ltd 1,Account,6003,,,,,,,,,,,,,,,,,,,,bellowscollege_ltd_1.com,,,Retail,700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5160,Consumer Services,Tier 1
70732,,,Bellows College Corp 0,Account,6003,,,,,,,,,,,,,,,,,,,,bellowscollege_corp_0.com,,,Retail,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5161,Consumer Services,Tier 2
70733,,,Best For You Organics Company Corp 6,Account,6004,,,,,,,,,,,,,,,,,,,,bestforyouorganics_corp_6.com,,,Retail,900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5044,Consumer Services,Tier 3
70734,,,Contoso Suites Ltd 4,Account,6005,,,,,,,,,,,,,,,,,,,,contososuites_ltd_4.com,,,Retail,900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5144,Consumer Services,Tier 1
70735,,,Contoso Suites Corp 4,Account,6005,,,,,,,,,,,,,,,,,,,,contososuites_corp_4.com,,,Retail,350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5102,Consumer Services,Tier 1
70736,,,Contoso Suites LLC 5,Account,6005,,,,,,,,,,,,,,,,,,,,contososuites_llc_5.com,,,Retail,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5119,Consumer Services,Tier 2
70737,,,Contoso Suites Inc 5,Account,6005,,,,,,,,,,,,,,,,,,,,contososuites_inc_5.com,,,Retail,350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5100,Consumer Services,Tier 2
70738,,,Consolidated Messenger LLC 1,Account,6006,,,,,,,,,,,,,,,,,,,,consolidatedmessenger_llc_1.com,,,Retail,900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5162,Consumer Services,Tier 1
70739,,,Consolidated Messenger Inc 1,Account,6006,,,,,,,,,,,,,,,,,,,,consolidatedmessenger_inc_1.com,,,Retail,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5103,Consumer Services,Tier 3
70740,,,Consolidated Messenger Inc 7,Account,6006,,,,,,,,,,,,,,,,,,,,consolidatedmessenger_inc_7.com,,,Retail,700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5117,Consumer Services,Tier 2
70741,,,"Fabrikam, Inc. Ltd 3",Account,6007,,,,,,,,,,,,,,,,,,,,fabrikam_ltd_3.com,,,Retail,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5112,Consumer Services,Tier 2
70742,,,"Fabrikam, Inc. Corp 8",Account,6007,,,,,,,,,,,,,,,,,,,,fabrikam_corp_8.com,,,Retail,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5027,Consumer Services,Tier 3
70743,,,"Fabrikam, Inc. LLC 4",Account,6007,,,,,,,,,,,,,,,,,,,,fabrikam_llc_4.com,,,Retail,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5001,Consumer Services,Tier 2
70744,,,Fabrikam Residences Ltd 0,Account,6008,,,,,,,,,,,,,,,,,,,,fabrikamresidences_ltd_0.com,,,Retail,900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5103,Consumer Services,Tier 1
70745,,,Fabrikam Residences Corp 6,Account,6008,,,,,,,,,,,,,,,,,,,,fabrikamresidences_corp_6.com,,,Retail,700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5079,Consumer Services,Tier 3
70746,,,Fabrikam Residences LLC 4,Account,6008,,,,,,,,,,,,,,,,,,,,fabrikamresidences_llc_4.com,,,Retail,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5136,Consumer Services,Tier 2
70747,,,Fabrikam Residences LLC 6,Account,6008,,,,,,,,,,,,,,,,,,,,fabrikamresidences_llc_6.com,,,Retail,850000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5087,Consumer Services,Tier 1
70748,,,First Up Consultants Corp 6,Account,6009,,,,,,,,,,,,,,,,,,,,firstupconsultants_corp_6.com,,,Retail,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5066,Consumer Services,Tier 1
70749,,,First Up Consultants pte.Ltd 5,Account,6009,,,,,,,,,,,,,,,,,,,,firstupconsultants_pte.ltd_5.com,,,Retail,900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5050,Consumer Services,Tier 1
70750,,,Graphic Design Institute Ltd 4,Account,6011,,,,,,,,,,,,,,,,,,,,graphicdesigninstitute_ltd_4.com,,,Retail,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5047,Consumer Services,Tier 2
70751,,,Humongous Insurance pte.Ltd 6,Account,6012,,,,,,,,,,,,,,,,,,,,humongousinsurance_pte.ltd_6.com,,,Retail,700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,Consumer Services,Tier 3
70752,,,Lamna Healthcare Company Corp 0,Account,6013,,,,,,,,,,,,,,,,,,,,lamnahealthcare_corp_0.com,,,Retail,900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5130,Consumer Services,Tier 3
70753,,,Lamna Healthcare Company LLC 1,Account,6013,,,,,,,,,,,,,,,,,,,,lamnahealthcare_llc_1.com,,,Retail,850000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5089,Consumer Services,Tier 1
70754,,,Lamna Healthcare Company Inc 7,Account,6013,,,,,,,,,,,,,,,,,,,,lamnahealthcare_inc_7.com,,,Retail,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5172,Consumer Services,Tier 2
70755,,,Liberty's Delightful Sinful Bakery & Cafe Corp 3,Account,6014,,,,,,,,,,,,,,,,,,,,libertysdelightfulsinfulbakeryandcafe_corp_3.com,,,Retail,350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5022,Consumer Services,Tier 2
70756,,,Liberty's Delightful Sinful Bakery & Cafe Corp 5,Account,6014,,,,,,,,,,,,,,,,,,,,libertysdelightfulsinfulbakeryandcafe_corp_5.com,,,Retail,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5089,Consumer Services,Tier 2
70757,,,Liberty's Delightful Sinful Bakery & Cafe Corp 8,Account,6014,,,,,,,,,,,,,,,,,,,,libertysdelightfulsinfulbakeryandcafe_corp_8.com,,,Retail,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5121,Consumer Services,Tier 3
70758,,,Liberty's Delightful Sinful Bakery & Cafe LLC 4,Account,6014,,,,,,,,,,,,,,,,,,,,libertysdelightfulsinfulbakeryandcafe_llc_4.com,,,Retail,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5124,Consumer Services,Tier 2
70759,,,Liberty's Delightful Sinful Bakery & Cafe pte.Ltd 1,Account,6014,,,,,,,,,,,,,,,,,,,,libertysdelightfulsinfulbakeryandcafe_pte.ltd_1.com,,,Retail,700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5034,Consumer Services,Tier 3
70760,,,Lucerne Publishing Ltd 9,Account,6015,,,,,,,,,,,,,,,,,,,,lucernepublishing_ltd_9.com,,,Retail,950000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5171,Consumer Services,Tier 1
70761,,,Lucerne Publishing LLC 1,Account,6015,,,,,,,,,,,,,,,,,,,,lucernepublishing_llc_1.com,,,Retail,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5011,Consumer Services,Tier 3
70762,,,Margie's Travel Ltd 7,Account,6016,,,,,,,,,,,,,,,,,,,,margiestravel_ltd_7.com,,,Retail,350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5107,Consumer Services,Tier 3
70763,,,Margie's Travel Inc 6,Account,6016,,,,,,,,,,,,,,,,,,,,margiestravel_inc_6.com,,,Retail,350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5018,Consumer Services,Tier 1
70764,,,Margie's Travel pte.Ltd 0,Account,6016,,,,,,,,,,,,,,,,,,,,margiestravel_pte.ltd_0.com,,,Retail,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5064,Consumer Services,Tier 1
70765,,,Munson's Pickles and Preserves Farm LLC 8,Account,6017,,,,,,,,,,,,,,,,,,,,munsonspicklesandpreservesfarm_llc_8.com,,,Retail,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5044,Consumer Services,Tier 1
70766,,,Munson's Pickles and Preserves Farm Inc 3,Account,6017,,,,,,,,,,,,,,,,,,,,munsonspicklesandpreservesfarm_inc_3.com,,,Retail,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5014,Consumer Services,Tier 2
70767,,,Munson's Pickles and Preserves Farm pte.Ltd 6,Account,6017,,,,,,,,,,,,,,,,,,,,munsonspicklesandpreservesfarm_pte.ltd_6.com,,,Retail,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5161,Consumer Services,Tier 3
70768,,,Nod Publishers Inc 1,Account,6018,,,,,,,,,,,,,,,,,,,,nodpublishers_inc_1.com,,,Retail,950000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5075,Consumer Services,Tier 2
70769,,,Nod Publishers pte.Ltd 6,Account,6018,,,,,,,,,,,,,,,,,,,,nodpublishers_pte.ltd_6.com,,,Retail,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5070,Consumer Services,Tier 1
70770,,,Northwind Traders Corp 2,Account,6019,,,,,,,,,,,,,,,,,,,,northwindtraders_corp_2.com,,,Retail,650000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5113,Consumer Services,Tier 2
70771,,,Northwind Traders Inc 5,Account,6019,,,,,,,,,,,,,,,,,,,,northwindtraders_inc_5.com,,,Retail,950000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5017,Consumer Services,Tier 2
70772,,,Northwind Traders Inc 6,Account,6019,,,,,,,,,,,,,,,,,,,,northwindtraders_inc_6.com,,,Retail,950000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5066,Consumer Services,Tier 1
70773,,,Northwind Traders pte.Ltd 9,Account,6019,,,,,,,,,,,,,,,,,,,,northwindtraders_pte.ltd_9.com,,,Retail,350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5136,Consumer Services,Tier 3
70774,,,"Proseware, Inc. Ltd 0",Account,6020,,,,,,,,,,,,,,,,,,,,proseware_ltd_0.com,,,Retail,350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5129,Consumer Services,Tier 1
70775,,,"Proseware, Inc. Corp 9",Account,6020,,,,,,,,,,,,,,,,,,,,proseware_corp_9.com,,,Retail,350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5131,Consumer Services,Tier 1
70776,,,"Proseware, Inc. LLC 6",Account,6020,,,,,,,,,,,,,,,,,,,,proseware_llc_6.com,,,Retail,650000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5124,Consumer Services,Tier 3
70777,,,Relecloud Corp 6,Account,6021,,,,,,,,,,,,,,,,,,,,relecloud_corp_6.com,,,Retail,950000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5134,Consumer Services,Tier 3
70778,,,Southridge Video Ltd 1,Account,6022,,,,,,,,,,,,,,,,,,,,southridgevideo_ltd_1.com,,,Retail,850000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5050,Consumer Services,Tier 3
70779,,,Southridge Video LLC 5,Account,6022,,,,,,,,,,,,,,,,,,,,southridgevideo_llc_5.com,,,Retail,900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5153,Consumer Services,Tier 1
70780,,,Southridge Video LLC 8,Account,6022,,,,,,,,,,,,,,,,,,,,southridgevideo_llc_8.com,,,Retail,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5068,Consumer Services,Tier 3
70781,,,Southridge Video Inc 8,Account,6022,,,,,,,,,,,,,,,,,,,,southridgevideo_inc_8.com,,,Retail,650000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5145,Consumer Services,Tier 1
70782,,,Tailspin Toys Ltd 6,Account,6023,,,,,,,,,,,,,,,,,,,,tailspintoys_ltd_6.com,,,Retail,950000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5120,Consumer Services,Tier 3
70783,,,Tailspin Toys Ltd 7,Account,6023,,,,,,,,,,,,,,,,,,,,tailspintoys_ltd_7.com,,,Retail,850000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5077,Consumer Services,Tier 2
70784,,,Tailspin Toys pte.Ltd 0,Account,6023,,,,,,,,,,,,,,,,,,,,tailspintoys_pte.ltd_0.com,,,Retail,700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5044,Consumer Services,Tier 1
70785,,,Tailspin Toys pte.Ltd 3,Account,6023,,,,,,,,,,,,,,,,,,,,tailspintoys_pte.ltd_3.com,,,Retail,950000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5140,Consumer Services,Tier 2
70786,,,Tailwind Traders LLC 9,Account,6024,,,,,,,,,,,,,,,,,,,,tailwindtraders_llc_9.com,,,Retail,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,Consumer Services,Tier 1
70787,,,The Phone Company Corp 3,Account,6025,,,,,,,,,,,,,,,,,,,,thephone-company_corp_3.com,,,Retail,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5142,Consumer Services,Tier 3
70788,,,The Phone Company pte.Ltd 8,Account,6025,,,,,,,,,,,,,,,,,,,,thephone-company_pte.ltd_8.com,,,Retail,850000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5126,Consumer Services,Tier 1
70789,,,"VanArsdel, Ltd. Ltd 1",Account,6026,,,,,,,,,,,,,,,,,,,,vanarsdelltd_ltd_1.com,,,Retail,850000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5115,Consumer Services,Tier 2
70790,,,"VanArsdel, Ltd. Corp 0",Account,6026,,,,,,,,,,,,,,,,,,,,vanarsdelltd_corp_0.com,,,Retail,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5007,Consumer Services,Tier 3
70791,,,"VanArsdel, Ltd. pte.Ltd 5",Account,6026,,,,,,,,,,,,,,,,,,,,vanarsdelltd_pte.ltd_5.com,,,Retail,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5083,Consumer Services,Tier 3
70792,,,"VanArsdel, Ltd. pte.Ltd 8",Account,6026,,,,,,,,,,,,,,,,,,,,vanarsdelltd_pte.ltd_8.com,,,Retail,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5068,Consumer Services,Tier 2
70793,,,Wide World Importers LLC 6,Account,6027,,,,,,,,,,,,,,,,,,,,wideworldimporters_llc_6.com,,,Retail,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5156,Consumer Services,Tier 3
70794,,,Wingtip Toys Inc 0,Account,6028,,,,,,,,,,,,,,,,,,,,wingtiptoys_inc_0.com,,,Retail,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5079,Consumer Services,Tier 1
70795,,,Wingtip Toys Inc 9,Account,6028,,,,,,,,,,,,,,,,,,,,wingtiptoys_inc_9.com,,,Retail,700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5150,Consumer Services,Tier 1
70796,,,Wingtip Toys pte.Ltd 3,Account,6028,,,,,,,,,,,,,,,,,,,,wingtiptoys_pte.ltd_3.com,,,Retail,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5128,Consumer Services,Tier 1
70797,,,Woodgrove Bank Inc 8,Account,6029,,,,,,,,,,,,,,,,,,,,woodgrovebank_inc_8.com,,,Retail,950000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5045,Consumer Services,Tier 3
70798,,,Adatum Corporation Corp 6,Account,6000,,,,,,,,,,,,,,,,,,,,adatum_corp_6.com,,,Financial Services,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5093,Insurance,Tier 3
70799,,,Adatum Corporation Inc 8,Account,6000,,,,,,,,,,,,,,,,,,,,adatum_inc_8.com,,,Financial Services,350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5113,Insurance,Tier 1
70800,,,Adatum Corporation pte.Ltd 9,Account,6000,,,,,,,,,,,,,,,,,,,,adatum_pte.ltd_9.com,,,Financial Services,950000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5090,Insurance,Tier 1
70801,,,Adventure Works Cycles LLC 5,Account,6001,,,,,,,,,,,,,,,,,,,,adventure-works_llc_5.com,,,Financial Services,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5172,Insurance,Tier 3
70802,,,Adventure Works Cycles pte.Ltd 0,Account,6001,,,,,,,,,,,,,,,,,,,,adventure-works_pte.ltd_0.com,,,Financial Services,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5020,Insurance,Tier 2
70803,,,Alpine Ski House LLC 0,Account,6002,,,,,,,,,,,,,,,,,,,,alpineskihouse_llc_0.com,,,Financial Services,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5170,Insurance,Tier 3
70804,,,Alpine Ski House LLC 2,Account,6002,,,,,,,,,,,,,,,,,,,,alpineskihouse_llc_2.com,,,Financial Services,350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5021,Insurance,Tier 1
70805,,,Alpine Ski House Inc 2,Account,6002,,,,,,,,,,,,,,,,,,,,alpineskihouse_inc_2.com,,,Financial Services,650000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5152,Insurance,Tier 2
70806,,,Alpine Ski House pte.Ltd 1,Account,6002,,,,,,,,,,,,,,,,,,,,alpineskihouse_pte.ltd_1.com,,,Financial Services,700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5168,Insurance,Tier 1
70807,,,Bellows College LLC 4,Account,6003,,,,,,,,,,,,,,,,,,,,bellowscollege_llc_4.com,,,Financial Services,950000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5013,Insurance,Tier 2
70808,,,Bellows College Inc 1,Account,6003,,,,,,,,,,,,,,,,,,,,bellowscollege_inc_1.com,,,Financial Services,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5129,Insurance,Tier 2
70809,,,Bellows College Inc 9,Account,6003,,,,,,,,,,,,,,,,,,,,bellowscollege_inc_9.com,,,Financial Services,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5121,Insurance,Tier 1
70810,,,Bellows College pte.Ltd 7,Account,6003,,,,,,,,,,,,,,,,,,,,bellowscollege_pte.ltd_7.com,,,Financial Services,900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5035,Insurance,Tier 1
70811,,,Best For You Organics Company Ltd 6,Account,6004,,,,,,,,,,,,,,,,,,,,bestforyouorganics_ltd_6.com,,,Financial Services,350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5003,Insurance,Tier 2
